Pair.ID, Chemistry
11095, Good
11105, Good
11107, Good
11112, Bad
11119, Good
11147, Good
11149, Good
11152, Good
11153, Bad
11154, Good
11156, Bad
11161, Good
11169, Bad
11173, Good
11177, Good
11179, Good
11183, Good
11191, Bad
11195, Bad
11198, Good
11199, Bad
11210, Good
11223, Bad
11227, Bad
11230, Bad
11236, Good
11242, Good
11261, Bad
11262, Bad
11266, Bad
11272, Bad
11283, Bad
11288, Good
11296, Good
11302, Bad
11303, Bad
11311, Bad
11313, Good
11333, Bad
11337, Bad
11339, Bad
11348, Good
11370, Bad
11371, Bad
11372, Good
11375, Bad
11376, Good
11379, Bad
11380, Good
11385, Bad
11387, Good
11394, Good
11395, Good
11402, Bad
11426, Bad
11432, Bad
11455, Good
11457, Good
11460, Good
11462, Bad
11468, Good
11474, Good
11475, Good
11480, Bad
11487, Good
11503, Good
11511, Bad
11523, Good
11525, Good
11529, Good
11532, Bad
11537, Good
11549, Good
11551, Bad
11556, Good
11560, Good
11562, Bad
11568, Bad
11574, Good
11585, Bad
11589, Good
11591, Bad
11594, Bad
11599, Bad
11602, Good
11605, Bad
11608, Good
11611, Bad
11612, Good
11620, Good
11629, Good
11630, Good
11635, Bad
11638, Good
11640, Good
11645, Bad
11652, Bad
11659, Bad
11664, Good
11665, Good
11673, Bad
11680, Bad
11683, Good
11688, Bad
11689, Good
11692, Good
11696, Bad
11700, Good
11715, Bad
11717, Bad
11718, Bad
11730, Good
11732, Good
11737, Good
11740, Good
11744, Good
11749, Good
11759, Good
11761, Bad
11764, Good
11765, Bad
11778, Good
11781, Bad
11787, Bad
11792, Bad
11803, Bad
11813, Bad
11817, Bad
11818, Good
11828, Good
11830, Good
11838, Bad
11842, Bad
11848, Bad
11866, Good
11870, Good
11874, Good
11876, Good
11877, Bad
11878, Good
11879, Bad
11880, Good
11882, Good
11883, Bad
11890, Bad
11892, Good
11895, Bad
11898, Good
11914, Bad
11917, Bad
11919, Bad
11922, Good
11926, Good
11931, Bad
11937, Good
11939, Good
11946, Bad
11957, Good
11965, Bad
11971, Good
11972, Bad
11975, Good
11978, Bad
11979, Good
11992, Bad
11993, Bad
11995, Bad
11999, Bad
12001, Bad
12003, Bad
12006, Good
12010, Good
12011, Bad
12022, Good
12031, Bad
12034, Good
12035, Good
12036, Good
12042, Good
12047, Good
12055, Bad
12056, Bad
12062, Bad
12071, Good
12072, Good
12073, Good
12088, Bad
12089, Bad
12094, Bad
12097, Bad
12098, Bad
12123, Bad
12128, Bad
12140, Bad
12142, Bad
12143, Good
12155, Bad
12162, Good
12169, Bad
12170, Good
12171, Good
12177, Bad
12179, Good
12187, Bad
12189, Good
12190, Good
12193, Bad
12197, Bad
12208, Good
12210, Good
12221, Bad
12224, Good
12226, Good
12232, Good
12234, Good
12238, Bad
12241, Good
12243, Bad
12244, Good
12247, Bad
12248, Good
12258, Bad
12266, Good
12270, Good
12279, Bad
12280, Bad
12281, Bad
12292, Bad
12301, Good
12302, Good
12308, Bad
12318, Bad
12319, Good
12321, Bad
12325, Bad
12328, Bad
12329, Good
12339, Bad
12345, Bad
12353, Bad
12354, Bad
12356, Good
12358, Good
12362, Good
12366, Good
12372, Good
12377, Good
12379, Good
12381, Bad
12389, Bad
12391, Bad
12399, Good
12400, Bad
12401, Bad
12426, Good
12429, Bad
12438, Bad
12444, Good
12448, Bad
12452, Bad
12453, Good
12456, Bad
12459, Good
12461, Good
12467, Bad
12472, Good
12474, Good
12483, Bad
12488, Good
12494, Good
12495, Bad
12501, Good
12503, Good
12504, Good
12505, Good
12509, Bad
12513, Bad
12521, Bad
12522, Bad
12528, Good
12536, Good
12537, Good
12544, Good
12557, Bad
12560, Bad
12562, Good
12563, Bad
12576, Bad
12578, Good
12579, Bad
12585, Bad
12598, Bad
12601, Bad
12603, Bad
12605, Bad
12607, Bad
12608, Good
12619, Good
12626, Good
12629, Bad
12630, Good
12637, Good
12640, Bad
12646, Bad
12653, Bad
12659, Bad
12663, Bad
12664, Bad
12669, Bad
12683, Bad
12692, Good
12695, Bad
12711, Bad
12716, Good
12717, Bad
12723, Bad
12738, Good
12742, Bad
12743, Bad
12745, Bad
12767, Good
12769, Bad
12780, Good
12782, Good
12792, Bad
12795, Bad
12797, Good
12802, Bad
12806, Good
12812, Good
12813, Good
12821, Bad
12826, Good
12838, Good
12842, Good
12851, Bad
12854, Bad
12855, Bad
12865, Good
12867, Good
12873, Good
12874, Good
12877, Good
12878, Good
12882, Bad
12894, Good
12895, Good
12897, Bad
12899, Bad
12922, Good
12924, Good
12926, Bad
12929, Bad
12930, Good
12933, Bad
12934, Bad
12935, Bad
12938, Good
12943, Good
12944, Good
12945, Good
12949, Bad
12953, Bad
12955, Good
12956, Good
12961, Good
12965, Good
12966, Good
12971, Bad
12973, Bad
12979, Good
12984, Bad
12989, Bad
12993, Good
12997, Good
12999, Good
13003, Bad
13005, Bad
13012, Good
13017, Bad
13018, Good
13021, Good
13022, Bad
13026, Bad
13031, Bad
13037, Good
13038, Good
13040, Good
13044, Good
13051, Good
13054, Bad
13057, Bad
13058, Bad
13063, Bad
13065, Bad
13066, Bad
13068, Bad
13075, Bad
13091, Bad
13096, Good
13110, Good
13119, Good
13123, Good
13127, Bad
13128, Bad
13129, Good
13133, Bad
13140, Bad
13141, Good
13147, Good
13148, Bad
13150, Bad
13164, Bad
13167, Good
13168, Bad
13170, Good
13173, Good
13175, Bad
13176, Bad
13178, Good
13180, Bad
13187, Good
13191, Bad
13192, Bad
13196, Good
13198, Good
13214, Good
13223, Good
13224, Bad
13225, Good
13242, Bad
13243, Good
13246, Bad
13255, Bad
13262, Good
13270, Bad
13272, Bad
13273, Good
13294, Good
13313, Bad
13318, Bad
13319, Good
13322, Bad
13332, Good
13334, Bad
13338, Good
13349, Good
13350, Bad
13352, Good
13355, Bad
13362, Bad
13364, Bad
13383, Good
13385, Bad
13386, Bad
13396, Good
13398, Good
13416, Bad
13419, Good
13422, Bad
13428, Good
13429, Good
13434, Good
13439, Bad
13448, Bad
13449, Bad
13457, Bad
13459, Bad
13460, Bad
13463, Bad
13466, Good
13467, Bad
13470, Good
13473, Bad
13486, Bad
13493, Bad
13497, Bad
13507, Bad
13508, Good
13514, Good
13526, Good
13527, Bad
13539, Bad
13542, Bad
13543, Bad
13550, Good
13554, Good
13565, Bad
13566, Bad
13568, Good
13570, Good
13597, Bad
13602, Good
13607, Bad
13609, Bad
13615, Bad
13621, Bad
13626, Good
13628, Good
13630, Good
13635, Good
13636, Bad
13640, Bad
13642, Good
13644, Bad
13646, Bad
13648, Good
13661, Bad
13662, Bad
13664, Good
13666, Bad
13672, Bad
13673, Bad
13691, Bad
13695, Bad
13703, Good
13718, Bad
13724, Good
13725, Good
13730, Bad
13736, Good
13737, Good
13738, Good
13750, Bad
13765, Bad
13766, Good
13774, Good
13781, Bad
13783, Bad
13787, Bad
13803, Bad
13807, Bad
13808, Bad
13811, Bad
13816, Good
13821, Good
13823, Good
13827, Bad
13839, Good
13842, Good
13844, Good
13845, Bad
13849, Bad
13851, Good
13856, Good
13860, Good
13861, Good
13863, Good
13865, Bad
13869, Good
13874, Good
13889, Bad
13903, Good
13906, Bad
13910, Good
13925, Good
13926, Good
13929, Good
13931, Good
13935, Bad
13957, Good
13958, Bad
13962, Bad
13964, Bad
13969, Good
13973, Good
13979, Bad
13983, Bad
13984, Bad
13987, Good
13996, Bad
13997, Bad
14002, Bad
14003, Bad
14014, Good
14016, Good
14033, Bad
14035, Bad
14043, Bad
14045, Bad
14049, Bad
14056, Bad
14067, Good
14070, Bad
14075, Bad
14081, Bad
14084, Good
14085, Bad
14087, Bad
14089, Bad
14108, Good
14112, Good
14116, Bad
14117, Bad
14125, Bad
14131, Bad
14136, Good
14155, Bad
14160, Good
14166, Good
14168, Good
14170, Bad
14174, Good
14176, Good
14184, Good
14190, Good
14197, Good
14206, Bad
14207, Good
14211, Good
14215, Good
14217, Good
14232, Good
14235, Good
14250, Good
14253, Bad
14254, Bad
14255, Bad
14256, Good
14259, Bad
14265, Good
14270, Bad
14279, Good
14281, Good
14284, Bad
14290, Good
14291, Bad
14296, Good
14297, Bad
14304, Good
14305, Good
14310, Bad
14312, Bad
14328, Bad
14334, Bad
14336, Bad
14352, Bad
14354, Bad
14355, Good
14358, Good
14368, Bad
14373, Good
14374, Bad
14379, Good
14383, Good
14384, Good
14396, Bad
14401, Good
14411, Bad
14416, Bad
14422, Bad
14423, Bad
14427, Bad
14429, Bad
14435, Bad
14446, Good
14451, Bad
14452, Good
14454, Good
14455, Bad
14456, Good
14457, Bad
14458, Good
14462, Good
14464, Bad
14470, Bad
14473, Bad
14475, Bad
14477, Good
14478, Bad
14482, Bad
14483, Good
14486, Bad
14488, Good
14492, Bad
14505, Good
14517, Good
14520, Bad
14522, Bad
14524, Bad
14527, Good
14534, Good
14541, Good
14542, Bad
14557, Good
14558, Bad
14567, Good
14569, Good
14571, Bad
14572, Bad
14573, Good
14576, Good
14585, Good
14586, Good
14590, Good
14602, Bad
14610, Bad
14611, Bad
14612, Good
14616, Bad
14622, Good
14627, Bad
14629, Bad
14635, Bad
14639, Good
14651, Bad
14653, Good
14665, Bad
14667, Bad
14669, Bad
14670, Bad
14675, Good
14689, Good
14706, Good
14719, Good
14721, Good
14723, Bad
14744, Good
14745, Bad
14747, Bad
14763, Bad
14770, Bad
14772, Good
14774, Bad
14778, Good
14782, Good
14783, Good
14789, Good
14791, Bad
14794, Good
14802, Good
14804, Good
14806, Bad
14812, Good
14828, Good
14856, Bad
14857, Good
14863, Good
14865, Good
14869, Good
14876, Good
14892, Bad
14896, Good
14899, Bad
14900, Good
14902, Good
14906, Bad
14907, Good
14909, Bad
14910, Good
14917, Bad
14922, Good
14923, Bad
14943, Bad
14944, Bad
14945, Bad
14953, Bad
14956, Good
14957, Bad
14959, Bad
14960, Bad
14963, Bad
14966, Good
14967, Bad
14972, Good
14979, Good
14981, Good
14988, Bad
14990, Bad
14991, Good
14998, Bad
15001, Good
15010, Bad
15013, Good
15016, Bad
15031, Good
15036, Bad
15039, Bad
15044, Bad
15046, Bad
15047, Bad
15056, Good
15064, Bad
15065, Good
15066, Good
15071, Bad
15078, Good
15080, Good
15083, Bad
15086, Bad
15088, Good
15089, Bad
15092, Good
15094, Good
15097, Bad
15099, Bad
15101, Good
15103, Good
15104, Good
15115, Good
15116, Good
15120, Good
15121, Bad
15124, Good
15127, Bad
15140, Good
15142, Good
15146, Good
15152, Bad
15161, Bad
15162, Bad
15164, Good
15165, Bad
15172, Good
15184, Good
15188, Good
15191, Bad
15192, Good
15198, Good
15200, Good
15209, Bad
15215, Good
15217, Good
15227, Bad
15228, Good
15230, Good
15232, Bad
15233, Bad
15243, Good
15255, Good
15256, Good
15259, Bad
15266, Good
15267, Good
15269, Good
15276, Good
15281, Bad
15282, Good
15309, Bad
15324, Good
15339, Bad
15342, Bad
15346, Good
15349, Bad
15350, Bad
15352, Bad
15357, Bad
15362, Good
15383, Bad
15392, Bad
15393, Good
15404, Bad
15405, Bad
15414, Good
15422, Good
15423, Bad
15427, Bad
15435, Bad
15440, Good
15445, Good
15446, Bad
15450, Bad
15455, Good
15462, Bad
15484, Good
15489, Bad
15495, Bad
15496, Good
15500, Good
15502, Good
15505, Bad
15506, Good
15507, Good
15511, Good
15512, Good
15525, Bad
15531, Good
15535, Good
15546, Good
15560, Good
15564, Bad
15567, Good
15576, Bad
15586, Good
15600, Good
15604, Good
15613, Bad
15616, Good
15621, Bad
15628, Bad
15630, Good
15633, Good
15634, Bad
15636, Good
15657, Good
15662, Bad
15666, Bad
15670, Bad
15672, Good
15673, Bad
15689, Good
15691, Good
15692, Bad
15700, Bad
15702, Bad
15708, Bad
15720, Good
15723, Bad
15736, Bad
15739, Bad
15741, Bad
15748, Good
15752, Good
15754, Good
15756, Good
15760, Good
15761, Bad
15762, Bad
15765, Good
15775, Bad
15779, Bad
15792, Good
15805, Good
15811, Bad
15812, Good
15814, Bad
15819, Good
15823, Good
15824, Bad
15829, Good
15830, Good
15843, Good
15851, Bad
15854, Bad
15870, Bad
15876, Good
15877, Good
15879, Good
15892, Bad
15896, Bad
15914, Bad
15916, Bad
15917, Good
15933, Good
15934, Bad
15937, Good
15938, Bad
15947, Good
15950, Bad
15951, Bad
15954, Bad
15958, Bad
15970, Bad
15983, Bad
15990, Bad
15991, Bad
15993, Bad
15996, Good
16001, Bad
16004, Bad
16032, Good
16036, Good
16037, Bad
16057, Good
16061, Good
16081, Bad
16082, Bad
16083, Good
16084, Bad
16090, Good
16091, Good
16095, Bad
16096, Good
16100, Bad
16105, Bad
16115, Good
16117, Good
16125, Good
16153, Bad
16157, Good
16160, Bad
16162, Bad
16165, Good
16168, Bad
16169, Bad
16178, Bad
16179, Good
16187, Bad
16189, Good
16191, Bad
16194, Good
16195, Bad
16201, Good
16205, Bad
16213, Good
16216, Bad
16224, Good
16228, Good
16233, Good
16245, Good
16258, Good
16267, Bad
16268, Good
16277, Good
16279, Good
16295, Good
16296, Bad
16301, Good
16305, Bad
16316, Bad
16325, Bad
16328, Bad
16340, Good
16349, Good
16365, Bad
16366, Bad
16367, Good
16370, Good
16375, Bad
16386, Bad
16387, Bad
16394, Bad
16396, Good
16401, Bad
16415, Good
16423, Good
16424, Bad
16429, Bad
16431, Bad
16435, Bad
16439, Good
16440, Good
16442, Good
16448, Good
16450, Good
16451, Bad
16453, Bad
16464, Good
16469, Bad
16471, Bad
16472, Bad
16473, Good
16474, Good
16476, Bad
16484, Bad
16494, Bad
16504, Bad
16511, Good
16522, Bad
16526, Bad
16533, Good
16537, Good
16550, Good
16552, Good
16567, Good
16571, Good
16587, Good
16597, Bad
16600, Bad
16613, Good
16615, Bad
16623, Good
16627, Bad
16630, Bad
16632, Good
16633, Good
16634, Bad
16635, Good
16645, Good
16647, Good
16648, Bad
16653, Bad
16655, Good
16663, Good
16672, Bad
16678, Bad
16687, Good
16690, Bad
16694, Bad
16700, Bad
16705, Good
16710, Bad
16712, Bad
16721, Good
16723, Bad
16732, Bad
16735, Good
16746, Bad
16752, Good
16763, Bad
16779, Bad
16780, Good
16786, Good
16789, Bad
16792, Good
16795, Bad
16796, Good
16803, Bad
16815, Bad
16817, Bad
16818, Good
16825, Bad
16827, Bad
16830, Bad
16836, Good
16844, Bad
16847, Good
16849, Good
16853, Good
16864, Bad
16870, Bad
16872, Bad
16878, Bad
16879, Bad
16885, Good
16886, Good
16889, Bad
16890, Good
16891, Bad
16899, Bad
16903, Bad
16904, Good
16905, Bad
16906, Good
16908, Good
16918, Good
16920, Good
16925, Bad
16929, Bad
16934, Bad
16948, Good
16950, Good
16952, Good
16955, Bad
16956, Bad
16958, Good
16961, Bad
16965, Bad
16967, Bad
16969, Good
16972, Bad
16973, Bad
16975, Good
16980, Good
16984, Bad
16995, Bad
17005, Good
17011, Bad
17012, Bad
17017, Good
17018, Bad
17021, Good
17023, Good
17024, Bad
17025, Good
17030, Bad
17035, Good
17040, Bad
17044, Bad
17048, Good
17055, Bad
17056, Good
17059, Good
17061, Good
17064, Good
17067, Bad
17073, Bad
17079, Bad
17080, Good
17083, Good
17091, Good
17092, Good
17104, Bad
17112, Good
17114, Good
17115, Bad
17118, Bad
17130, Good
17132, Good
17144, Good
17145, Good
17154, Good
17156, Good
17158, Bad
17165, Good
17176, Bad
17183, Bad
17184, Bad
17185, Good
17187, Bad
17196, Good
17205, Good
17209, Good
17220, Bad
17233, Good
17241, Good
17244, Bad
17248, Good
17255, Good
17260, Good
17264, Bad
17270, Bad
17272, Bad
17282, Good
17291, Bad
17293, Good
17306, Bad
17310, Bad
17316, Good
17321, Bad
17330, Good
17336, Good
17337, Bad
17341, Bad
17342, Bad
17348, Bad
17352, Good
17361, Good
17383, Bad
17389, Bad
17396, Good
17406, Bad
17408, Bad
17412, Bad
17413, Bad
17421, Good
17433, Good
17435, Good
17440, Good
17451, Bad
17464, Bad
17466, Bad
17469, Good
17473, Bad
17475, Bad
17478, Bad
17481, Good
17495, Bad
17497, Bad
17502, Bad
17503, Bad
17516, Good
17517, Bad
17521, Good
17523, Bad
17529, Bad
17535, Bad
17536, Bad
17538, Good
17551, Bad
17557, Bad
17574, Good
17575, Good
17582, Good
17586, Good
17591, Bad
17597, Good
17601, Bad
17610, Good
17613, Bad
17614, Good
17617, Good
17621, Good
17634, Bad
17635, Bad
17637, Bad
17638, Bad
17642, Bad
17645, Good
17656, Bad
17668, Good
17671, Bad
17672, Bad
17675, Good
17683, Good
17684, Bad
17687, Good
17692, Bad
17697, Good
17701, Good
17714, Good
17727, Good
17735, Good
17740, Bad
17744, Good
17746, Bad
17747, Bad
17751, Bad
17755, Bad
17760, Good
17769, Good
17771, Good
17778, Bad
17779, Good
17780, Good
17783, Good
17798, Good
17799, Good
17801, Good
17810, Bad
17811, Bad
17816, Good
17817, Bad
17821, Bad
17831, Bad
17835, Good
17837, Good
17840, Good
17852, Good
17857, Bad
17858, Bad
17865, Bad
17868, Good
17872, Good
17876, Bad
17892, Bad
17894, Bad
17902, Good
17903, Bad
17904, Good
17909, Bad
17914, Good
17928, Good
17931, Bad
17934, Good
17938, Good
17943, Good
17950, Bad
17952, Good
17959, Good
17973, Bad
17980, Bad
17981, Bad
17984, Bad
17989, Good
17991, Bad
17992, Good
17994, Bad
18015, Good
18018, Bad
18020, Good
18023, Bad
18024, Good
18033, Good
18041, Bad
18043, Bad
18049, Bad
18050, Good
18054, Good
18055, Bad
18059, Bad
18075, Bad
18102, Good
18104, Good
18105, Bad
18121, Good
18125, Good
18128, Bad
18131, Bad
18132, Good
18133, Good
18136, Good
18137, Bad
18143, Bad
18149, Bad
18160, Good
18163, Good
18164, Good
18167, Bad
18188, Bad
18190, Good
18203, Bad
18220, Bad
18230, Bad
18234, Good
18240, Good
18247, Good
18248, Good
18253, Bad
18258, Good
18273, Good
18276, Good
18277, Good
18279, Good
18282, Bad
18291, Bad
18292, Good
18294, Good
18300, Bad
18308, Bad
18312, Good
18313, Good
18318, Good
18323, Bad
18328, Good
18331, Good
18332, Good
18336, Good
18337, Bad
18341, Good
18344, Bad
18347, Good
18351, Good
18352, Bad
18355, Good
18360, Good
18361, Bad
18367, Bad
18369, Good
18373, Bad
18385, Bad
18390, Good
18395, Bad
18401, Good
18402, Good
18407, Bad
18413, Good
18417, Bad
18419, Good
18424, Bad
18425, Good
18432, Good
18444, Bad
18449, Bad
18452, Good
18460, Bad
18462, Bad
18466, Good
18485, Good
18494, Bad
18501, Good
18503, Bad
18517, Bad
18521, Bad
18523, Bad
18524, Bad
18530, Good
18531, Good
18533, Bad
18537, Bad
18539, Bad
18542, Good
18543, Bad
18545, Bad
18547, Bad
18548, Good
18557, Good
18561, Good
18562, Good
18565, Bad
18568, Good
18571, Bad
18578, Bad
18581, Good
18583, Bad
18609, Bad
18613, Bad
18624, Bad
18625, Bad
18629, Bad
18639, Good
18648, Good
18649, Bad
18650, Good
18669, Bad
18685, Good
18687, Bad
18688, Bad
18689, Good
18690, Good
18695, Good
18699, Good
18703, Bad
18704, Bad
18718, Bad
18723, Good
18725, Bad
18728, Bad
18734, Bad
18740, Good
18741, Good
18743, Good
18744, Bad
18747, Good
18772, Bad
18782, Good
18784, Good
18790, Bad
18791, Bad
18795, Good
18803, Bad
18805, Bad
18806, Bad
18810, Bad
18822, Bad
18824, Bad
18829, Bad
18839, Good
18843, Good
18849, Bad
18853, Good
18854, Good
18862, Good
18869, Bad
18876, Good
18878, Bad
18889, Bad
18894, Bad
18896, Bad
18905, Good
18907, Bad
18908, Bad
18922, Good
18931, Bad
18946, Good
18953, Good
18958, Bad
18964, Bad
18965, Bad
18966, Bad
18967, Bad
18972, Bad
18984, Good
18997, Good
19000, Good
19001, Good
19006, Good
19008, Good
19014, Bad
19016, Good
19017, Good
19023, Good
19026, Good
19031, Good
19032, Bad
19033, Good
19038, Bad
19042, Good
19045, Bad
19047, Good
19053, Good
19056, Bad
19061, Bad
19070, Good
19079, Good
19080, Bad
19090, Good
19100, Bad
19103, Bad
19108, Good
19119, Bad
19123, Good
19129, Good
19133, Good
19134, Bad
19138, Bad
19141, Good
19154, Bad
19155, Good
19160, Bad
19162, Bad
19163, Good
19165, Good
19179, Good
19182, Bad
19183, Good
19187, Good
19193, Good
19195, Good
19199, Good
19200, Good
19201, Good
19204, Good
19208, Bad
19209, Bad
19213, Good
19227, Good
19229, Bad
19243, Good
19248, Good
19251, Good
19262, Good
19264, Good
19266, Bad
19268, Good
19269, Good
19270, Bad
19271, Good
19273, Bad
19276, Good
19286, Good
19290, Good
19295, Bad
19296, Good
19304, Bad
19314, Bad
19317, Good
19320, Bad
19323, Bad
19331, Bad
19348, Good
19354, Good
19358, Good
19373, Bad
19374, Good
19375, Good
19390, Good
19399, Good
19408, Good
19409, Good
19415, Bad
19432, Good
19439, Bad
19442, Bad
19444, Good
19446, Bad
19449, Bad
19450, Good
19452, Good
19464, Good
19471, Good
19476, Good
19477, Good
19483, Good
19488, Bad
19498, Good
19503, Good
19517, Bad
19529, Good
19530, Bad
19532, Bad
19533, Bad
19541, Bad
19542, Good
19543, Bad
19546, Good
19548, Bad
19550, Bad
19559, Bad
19573, Good
19575, Bad
19576, Bad
19578, Bad
19579, Good
19580, Bad
19589, Good
19594, Good
19597, Good
19599, Good
19601, Good
19618, Bad
19620, Good
19626, Good
19627, Good
19630, Bad
19642, Bad
19647, Good
19649, Bad
19651, Bad
19661, Bad
19691, Good
19701, Good
19706, Good
19707, Bad
19724, Bad
19725, Bad
19727, Bad
19730, Bad
19731, Good
19733, Bad
19735, Bad
19738, Good
19744, Bad
19748, Good
19750, Good
19757, Good
19772, Good
19779, Bad
19781, Bad
19789, Bad
19797, Bad
19798, Good
19800, Good
19801, Bad
19809, Good
19815, Good
19821, Bad
19836, Bad
19842, Bad
19843, Good
19846, Good
19847, Good
19848, Good
19851, Bad
19856, Good
19857, Good
19859, Good
19862, Good
19865, Good
19872, Bad
19875, Bad
19878, Good
19885, Good
19886, Good
19887, Bad
19893, Bad
19894, Good
19898, Good
19899, Good
19901, Bad
19906, Good
19913, Good
19918, Bad
19920, Good
19941, Good
19942, Good
19943, Bad
19947, Bad
19948, Bad
19950, Good
19952, Good
19953, Bad
19954, Bad
19956, Bad
19957, Good
19959, Bad
19963, Good
19965, Bad
19973, Bad
19977, Bad
19996, Good
20003, Bad
20006, Bad
20007, Good
20008, Good
20015, Bad
20018, Good
20026, Good
20027, Good
20055, Good
20065, Bad
20071, Bad
20080, Good
20081, Good
20083, Bad
20094, Good
20101, Bad
20103, Good
20108, Bad
20111, Good
20118, Good
20127, Bad
20128, Good
20133, Bad
20138, Good
20143, Bad
20148, Good
20150, Bad
20153, Good
20163, Bad
20166, Good
20177, Bad
20180, Good
20181, Good
20192, Bad
20205, Bad
20228, Bad
20232, Good
20239, Bad
20241, Bad
20245, Bad
20251, Good
20257, Good
20263, Bad
20273, Good
20279, Bad
20283, Bad
20284, Good
20288, Good
20289, Bad
20295, Bad
20299, Bad
20301, Bad
20307, Good
20313, Good
20316, Bad
20317, Bad
20329, Bad
20332, Good
20345, Bad
20346, Bad
20347, Bad
20348, Bad
20350, Good
20355, Good
20362, Bad
20364, Bad
20376, Bad
20392, Good
20393, Bad
20394, Good
20396, Good
20398, Bad
20400, Good
20403, Good
20404, Bad
20408, Good
20409, Bad
20414, Good
20420, Good
20422, Good
20423, Good
20436, Good
20438, Good
20443, Bad
20444, Bad
20445, Bad
20456, Good
20465, Bad
20481, Good
20484, Bad
20489, Good
20496, Bad
20499, Good
20500, Good
20502, Bad
20511, Good
20512, Good
20516, Bad
20518, Bad
20521, Bad
20528, Bad
20530, Good
20543, Bad
20548, Good
20550, Good
20553, Bad
20554, Bad
20555, Good
20558, Bad
20565, Bad
20577, Bad
20578, Bad
20580, Bad
20586, Bad
20591, Good
20600, Bad
20604, Bad
20605, Good
20607, Good
20608, Bad
20614, Good
20632, Bad
20635, Bad
20638, Bad
20650, Bad
20651, Good
20663, Good
20680, Bad
20687, Bad
20690, Good
20694, Bad
20696, Good
20697, Bad
20708, Bad
20711, Good
20716, Bad
20717, Bad
20732, Good
20740, Bad
20748, Good
20752, Good
20756, Bad
20757, Bad
20760, Bad
20766, Good
20770, Good
20771, Bad
20774, Good
20777, Good
20778, Good
20781, Good
20790, Good
20794, Bad
20797, Good
20799, Good
20807, Good
20809, Good
20810, Good
20816, Bad
20822, Good
20823, Good
20824, Bad
20839, Good
20848, Bad
20855, Bad
20865, Good
20868, Bad
20874, Bad
20875, Good
20879, Good
20882, Good
20902, Bad
20914, Good
20921, Good
20924, Good
20926, Bad
20930, Good
20934, Good
20951, Bad
20952, Bad
20953, Good
20960, Bad
20967, Bad
20969, Bad
20984, Bad
20985, Good
20986, Bad
20989, Good
21001, Good
21003, Good
21008, Good
21009, Good
21016, Bad
21027, Good
21031, Bad
21034, Bad
21039, Good
21040, Bad
21046, Bad
21048, Bad
21052, Bad
21056, Bad
21058, Good
21063, Good
21068, Bad
21070, Bad
21072, Good
21076, Good
21096, Bad
21115, Bad
21118, Good
21122, Good
21124, Bad
21130, Bad
21133, Good
21135, Good
21140, Bad
21145, Good
21146, Bad
21150, Good
21153, Good
21155, Good
21169, Bad
21176, Bad
21179, Good
21186, Bad
21191, Good
21193, Good
21196, Bad
21197, Bad
21200, Bad
21203, Good
21211, Good
21222, Good
21231, Bad
21233, Good
21235, Good
21249, Good
21256, Bad
21259, Good
21260, Bad
21264, Good
21265, Good
21266, Bad
21267, Good
21268, Bad
21274, Bad
21282, Good
21288, Bad
21290, Bad
21291, Good
21296, Bad
21310, Bad
21312, Bad
21313, Bad
21319, Bad
21321, Bad
21322, Bad
21323, Good
21329, Good
21330, Good
21332, Bad
21334, Bad
21339, Bad
21347, Good
21357, Bad
21358, Bad
21365, Bad
21368, Good
21381, Bad
21401, Bad
21404, Good
21426, Bad
21441, Bad
21444, Good
21450, Bad
21451, Good
21457, Good
21460, Bad
21467, Good
21470, Bad
21472, Bad
21481, Good
21482, Good
21486, Good
21493, Bad
21501, Bad
21502, Good
21503, Bad
21504, Good
21509, Bad
21512, Good
21514, Good
21521, Good
21522, Bad
21523, Bad
21544, Good
21555, Bad
21560, Good
21568, Bad
21573, Bad
21578, Good
21590, Bad
21602, Good
21606, Good
21608, Good
21617, Bad
21620, Good
21621, Bad
21638, Good
21657, Bad
21662, Good
21663, Good
21670, Good
21675, Good
21683, Bad
21691, Good
21712, Good
21716, Bad
21723, Good
21729, Good
21735, Bad
21736, Good
21744, Good
21745, Bad
21751, Bad
21761, Bad
21768, Good
21771, Bad
21786, Good
21791, Good
21792, Good
21802, Good
21821, Bad
21838, Good
21839, Good
21841, Bad
21842, Bad
21845, Bad
21849, Bad
21871, Good
21878, Good
21881, Good
21886, Good
21888, Good
21896, Bad
21899, Bad
21920, Bad
21924, Good
21926, Bad
21927, Good
21931, Good
21934, Bad
21940, Good
21944, Bad
21964, Good
21978, Good
21982, Bad
21983, Good
21987, Bad
21989, Bad
21996, Good
22009, Good
22033, Bad
22037, Bad
22038, Good
22041, Bad
22052, Bad
22054, Good
22055, Bad
22061, Bad
22068, Good
22073, Bad
22074, Good
22079, Bad
22087, Bad
22090, Good
22092, Good
22110, Bad
22116, Bad
22119, Good
22129, Good
22130, Bad
22132, Good
22138, Good
22141, Bad
22146, Bad
22155, Bad
22158, Bad
22164, Good
22168, Bad
22172, Bad
22208, Good
22211, Good
22216, Good
22225, Bad
22229, Bad
22232, Good
22234, Bad
22247, Good
22249, Bad
22251, Good
22255, Bad
22261, Bad
22268, Good
22273, Bad
22274, Bad
22275, Good
22277, Bad
22281, Bad
22283, Good
22284, Bad
22285, Bad
22289, Good
22290, Bad
22305, Bad
22306, Bad
22314, Bad
22315, Bad
